timestamp_s,elapsed_s,valid_detection,horizontal_error,estimated_distance_m,target_distance_m,distance_target_error_m,linear_command_mps,angular_command_radps,robot_x_m,robot_y_m,robot_yaw_rad,target_x_m,target_y_m,reference_valid,reference_failure,reference_frame,target_frame,target_sample_age_s,transform_age_s,reference_camera_range_m,ground_truth_camera_distance_m,estimation_error_m
17.443,17.443,True,-0.0068150520324707035,1.1348983892352846,1.2,-0.06598542062192259,-0.0734362641138665,-0.0,0.5360418570759448,-0.3335531139514963,0.8044509454568175,1.579226340098698,0.534920592229742,True,,camera_link,odom,0.008,0.014,1.1340145793780774,1.1340145793780774,0.0008838098572072628
17.477,17.477,True,-0.006368255615234375,1.1349896718798984,1.2,-0.06651758327235746,-0.07161177184118686,-0.0,0.5350359389297576,-0.3345981124953541,0.8044509454568164,1.57792455949673,0.5333928088846226,True,,camera_link,odom,0.008,0.002,1.1334824167276425,1.1334824167276425,0.0015072551522559152
17.51,17.51,True,-0.005710697174072266,1.134459230682347,1.2,-0.06569216200534655,-0.0715113609321117,-0.0,0.5330508013104014,-0.3366603736539263,0.8044509454568148,1.5766133782431544,0.531809236638695,True,,camera_link,odom,0.007,0.008,1.1343078379946534,1.1343078379946534,0.00015139268769370773
17.543,17.543,True,-0.0041713714599609375,1.137419714088861,1.2,-0.06478081577437256,-0.07209484624941814,-0.0,0.5310589633822861,-0.3387295954314346,0.804450945456815,1.575370013464567,0.530263053617893,True,,camera_link,odom,0.007,0.015,1.1352191842256274,1.1352191842256274,0.0022005298632334913
17.576,17.576,True,-0.003243255615234375,1.1349839927825212,1.2,-0.06530245352540587,-0.06883831450225297,-0.0,0.530081582179792,-0.33974494835778535,0.8044509454568132,1.5741555499005133,0.5287078478526133,True,,camera_link,odom,0.007,0.003,1.134697546474594,1.134697546474594,0.0002864463079270685
17.608,17.608,True,-0.00251007080078125,1.1371052328014843,1.2,-0.06447878897418424,-0.07151760793922668,-0.0,0.5281348261499565,-0.34176733678385707,0.8044509454568122,1.5729345998976203,0.5270961055865626,True,,camera_link,odom,0.006,0.009,1.1355212110258157,1.1355212110258157,0.0015840217756686314
17.64,17.64,True,-0.0010204315185546875,1.1376827854689666,1.2,-0.0635963398341568,-0.06918424391836718,-0.0,0.5271590490906233,-0.34278102324532334,0.8044509454568118,1.5717790667497178,0.5255226624827336,True,,camera_link,odom,0.006,0.017,1.1364036601658432,1.1364036601658432,0.0012791253031234628
17.677,17.677,True,-5.178451538085937e-05,1.1383107490532076,1.2,-0.06409751170404587,-0.06854893598413668,-0.0,0.5252442649576293,-0.3447701976511784,0.8044509454568113,1.5706526792237738,0.5239402772950305,True,,camera_link,odom,0.006,0.004,1.135902488295954,1.135902488295954,0.002408260757253533
17.707,17.707,True,0.0015625,1.1395226023112563,1.2,-0.06329816134048949,-0.06785817604147158,-0.0,0.5233522794736384,-0.3467356876696902,0.804450945456813,1.5695227235255713,0.5223006168403066,True,,camera_link,odom,0.005,0.011,1.1367018386595105,1.1367018386595105,0.0028207636517458834
17.742,17.742,True,0.0022040367126464843,1.138248640261344,1.2,-0.06247839826507229,-0.06652513745761797,-0.0,0.5214976090693644,-0.3486624128999178,0.8044509454568158,1.568455744178957,0.5207001595007344,True,,camera_link,odom,0.005,0.017,1.1375216017349277,1.1375216017349277,0.0007270385264164236
17.808,17.808,True,0.004778289794921875,1.1408329033583604,1.2,-0.06211581629946128,-0.06792649571252146,-0.0,0.5186808779535638,-0.3515885753571791,0.8044509454568208,1.566379881438679,0.5174235196852872,True,,camera_link,odom,0.004,0.012,1.1378841837005387,1.1378841837005387,0.00294871965782173
